product_id,product_name,listing_price,sale_price,discounted_sale_price,brand,description,rating,reviews
BV0389-001,Nike Zoom Fly SP Fast,"USD 16,995.00","USD 10,197.00","USD 10,197.00",Nike,"The Nike Zoom Fly SP Fast Shoe features a deconstructed upper to make the shoe lightweight and distraction-free. Underfoot, Nike React technology combines with a full-length carbon-infused nylon plate to deliver revolutionary energy return.",0,0
CN6928-300,Nike Zoom Pegasus Turbo 2,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Zoom Pegasus Turbo 2 Hakone is updated with a feather-light upper, while energy-returning foam brings revolutionary responsiveness to your long distance training.",4,4
AT8242-009,Nike Zoom Pegasus Turbo 2,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Zoom Pegasus Turbo 2 is updated with a feather-light upper, while innovative foam brings revolutionary responsiveness to your long-distance training.",2.7,14
AT2863-100,Nike Zoom Pegasus Turbo 2,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Zoom Pegasus Turbo 2 is updated with a feather-light upper, while innovative foam brings revolutionary responsiveness to your long-distance training.",3.1,54
BV7766-100,Nike Zoom Pegasus Turbo 2,"USD 15,995.00","USD 12,797.00","USD 12,797.00",Nike,"The Nike Zoom Pegasus Turbo 2 is updated with a feather-light upper, while innovative foam brings revolutionary responsiveness to your long-distance training.",2.7,3
BV7757-500,Nike Zoom Pegasus Turbo 2 Special Edition,"USD 15,995.00","USD 12,797.00","USD 12,797.00",Nike,"The Nike Zoom Pegasus Turbo 2 is updated with a featherlight upper, while energy-returning foam brings revolutionary responsiveness to your long-distance training.",5,1
CN7383-300,Nike Zoom Pegasus Turbo 2,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Zoom Pegasus Turbo 2 is updated with a featherlight upper, while Nike ZoomX foam brings revolutionary responsiveness to your long distance training.",0,0
BV1134-001,Nike Zoom Pegasus Turbo 2 Rise,"USD 15,995.00","USD 9,597.00","USD 9,597.00",Nike,"The Nike Zoom Pegasus Turbo 2 Rise is updated with a featherlight upper, while innovative foam brings revolutionary responsiveness to your long-distance training.",4,5
AJ4115-060,Nike Zoom Pegasus Turbo,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Zoom Pegasus Turbo is the Pegasus you know and love with major upgrades for speed. The featherlight upper looks as fast as it feels, while the revolutionary Nike ZoomX foam that was designed for elite Nike runners during the Breaking 2 attempt brings record-breaking speed and responsiveness to your daily training runs.",3.6,20
BQ1896-002,Nike Zoom Pegasus Turbo Shield,"USD 17,995.00","USD 12,597.00","USD 12,597.00",Nike,"The Nike Zoom Pegasus Turbo Shield delivers your favourite lightweight running shoe in a smart, weatherised design, so you can continue training in confidence despite those dark and rainy months.",4.1,11
CJ9712-001,Nike Zoom Pegasus Turbo Shield,"USD 17,995.00","USD 12,597.00","USD 12,597.00",Nike,"The Nike Zoom Pegasus Turbo Shield delivers your favourite lightweight running shoe in a smart, weatherised design, so you can continue training in confidence despite those dark and rainy months.",4.5,4
CN6881-300,Nike Zoom Rival Fly 2,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,The Nike Zoom Rival Fly 2 features a futuristic look with cushioning in the forefoot that gives a responsive feel. Flex grooves underneath optimise toe-off and soft foam cushions your stride.,0,0
CJ0710-004,Nike Zoom Rival Fly 2,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,The Nike Zoom Rival Fly features a futuristic look with cushioning in the forefoot that gives you a responsive feel. Flex grooves underneath optimise toe-off and soft foam cushions your stride.,0,0
CI1694-300,Nike Zoom Vomero 5 SE SP,"USD 13,995.00","USD 11,197.00","USD 11,197.00",Nike,The Nike Zoom Vomero 5 SE SP wraps your foot in breathable support. A combination of durable synthetic leather and breathable mesh stands ready for the rigours of your day. Soft foam and Zoom Air cushioning deliver lightweight comfort for a smooth ride.,5,1
AO4568-600,Nike ZoomX Vaporfly NEXT%,USD 0.00,"USD 19,995.00","USD 19,995.00",Nike,"The Nike ZoomX Vaporfly NEXT% clears your path to record-breaking speed with a lighter design and faster feel than before. With more cushioning underfoot and reduced weight up top, the result is unprecedented energy return and comfort.",4.7,45
AO4568-600,Nike ZoomX Vaporfly NEXT%,USD 0.00,"USD 19,995.00","USD 19,995.00",Nike,"The Nike ZoomX Vaporfly NEXT% clears your path to record-breaking speed with a lighter design and faster feel than before. With more cushioning underfoot and reduced weight up top, the result is unprecedented energy return and comfort.",4.7,45
CT8919-700,Nike ZoomX Vista Grind,USD 0.00,"USD 13,995.00","USD 13,995.00",Nike,The Nike ZoomX Vista Grind brings you to a bold new place both rebellious and refined. It's comfort you can see and feel in a brand new silhouette.,4.5,2
CT5770-300,Nike ZoomX Vista Grind SP,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,"The Nike ZoomX Vista Grind SP is proof of the improbable, bringing you to a bold new place that's rebellious and forward thinking. Recycled foam from the Nike ZoomX family plus lightweight fabric and durable overlays come together to give the shoe a modern look and classic comfort.",5,1
BQ0129-106,NikeCourt Air Max Vapor Wing MS,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,"The NikeCourt Air Max Vapor Wing MS is the perfect pairing of style and comfort for your match. Translucent textile shows off the technology within, while rubber on the toe increases durability. An Air Max unit provides legendary, lightweight cushioning.",3.5,2
BQ0129-106,NikeCourt Air Max Vapor Wing MS,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,"The NikeCourt Air Max Vapor Wing MS is the perfect pairing of style and comfort for your match. Translucent textile shows off the technology within, while rubber on the toe increases durability. An Air Max unit provides legendary, lightweight cushioning.",3.5,2
CT3890-101,NikeCourt Air Max Vapor Wing Premium,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The NikeCourt Air Max Vapor Wing Premium is the perfect pairing of style and comfort. Soft leather elevates your look, while a visible Max Air unit cushions every step.",0,0
AO7353-105,NikeCourt Air Max Wildcard,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The NikeCourt Air Max Wildcard delivers the comfort you need to hit hard and move fast on the court. A Max Air unit under your heel cushions every step, while an innovative Lunarlon midsole gives you a springy underfoot sensation and extra stability.",4.5,2
AO7351-104,NikeCourt Air Max Wildcard,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The NikeCourt Air Max Wildcard delivers the comfort you need to hit hard and move fast on the court. A Max Air unit under your heel cushions every step, while an innovative Lunarlon midsole provides a springy underfoot sensation and extra stability.",2.7,3
918194-003,NikeCourt Air Zoom Resistance,"USD 6,995.00","USD 5,597.00","USD 5,597.00",Nike,The NikeCourt Air Zoom Resistance delivers lightweight durability on the hard court with a performance leather upper.,2.5,6
CD0431-107,NikeCourt Air Zoom Vapor Cage 4,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,The NikeCourt Air Zoom Vapor Cage 4 is innovated to last. Rubber and flexible plastic are built to withstand your toughest matches while a unique lacing system keeps your laces hidden for extra durability.,4.7,3
AA8027-109,NikeCourt Air Zoom Vapor X,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,"The NikeCourt Air Zoom Vapor X has an updated Dynamic Fit system with a full-length foot frame to provide ultimate control. Its new generative outsole combined with a Zoom Air unit provides a lightweight, responsive feel on the court.",4,3
AA8030-108,NikeCourt Air Zoom Vapor X,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,"The NikeCourt Air Zoom Vapor X has an updated Dynamic Fit system with a full-length foot frame to provide ultimate lateral control. Its new generative outsole combined with a Zoom Air unit provides a lightweight, responsive feel on the court.",3.3,13
AR8836-009,NikeCourt Lite 2,USD 0.00,"USD 4,995.00","USD 4,995.00",Nike,"The NikeCourt Lite 2 is designed to cushion and support your feet during training and play. Created specifically for hard courts, its unique outsole features five distinctive patterns. Each pattern is designed to visually outline 1 of the 5 basic movements new tennis players learn.",0,0
918193-700,NikeCourt Zoom Cage 3,USD 0.00,"USD 13,495.00","USD 13,495.00",Nike,"The NikeCourt Zoom Cage 3 offers zoned durability with a lightweight, pliable overlay that moves with you. A Zoom Air unit in the heel delivers a low-profile ride with responsive cushioning.",3.6,20
CK1069-001,Nike Precision 4,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,"The quicker players are in and out of cuts, the easier it is to keep the defence off balance. The Nike Precision 4 combines a racer look with a low-profile design, so you can make the most of your speed and agility during games.",0,0
CK1069-001,Nike Precision 4,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,"The quicker players are in and out of cuts, the easier it is to keep the defence off balance. The Nike Precision 4 combines a racer look with a low-profile design, so you can make the most of your speed and agility during games.",0,0
315115-112,Nike Air Force 1 '07,USD 0.00,"USD 7,495.00","USD 7,495.00",Nike,"The radiance lives on in the Nike Air Force 1 '07, the b-ball OG that puts a fresh spin on what you know best: crisp leather in an all-white colourway for a statement look on and off the court.",4.5,67
CD0887-201,Nike Air Force 1 '07 LV8,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The radiance lives on in the Nike Air Force 1 '07, the b-ball OG that puts a fresh, outdoorsy spin on what you know best: soft suedes, bold colours and the perfect amount of flash to make you shine.",5,3
AT7975-606,Nike Mercurial Superfly 7 Academy IC,USD 0.00,"USD 8,495.00","USD 8,495.00",Nike,"The soft upper of the Nike Mercurial Superfly 7 Academy IC wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or street.",5,1
AT7975-606,Nike Mercurial Superfly 7 Academy IC,USD 0.00,"USD 8,495.00","USD 8,495.00",Nike,"The soft upper of the Nike Mercurial Superfly 7 Academy IC wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or street.",5,1
AT7978-414,Nike Mercurial Superfly 7 Academy TF,"USD 8,495.00","USD 5,947.00","USD 5,947.00",Nike,"The soft upper of the Nike Mercurial Superfly 7 Academy TF Shoe wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on turf.",5,1
AT7978-414,Nike Mercurial Superfly 7 Academy TF,"USD 8,495.00","USD 5,947.00","USD 5,947.00",Nike,"The soft upper of the Nike Mercurial Superfly 7 Academy TF Shoe wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on turf.",5,1
AT7993-414,Nike Mercurial Vapor 13 Academy IC,"USD 7,495.00","USD 5,247.00","USD 5,247.00",Nike,"The soft upper of the Nike Mercurial Vapor 13 Academy IC wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or street.",0,0
AT7993-414,Nike Mercurial Vapor 13 Academy IC,"USD 7,495.00","USD 5,247.00","USD 5,247.00",Nike,"The soft upper of the Nike Mercurial Vapor 13 Academy IC wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or street.",0,0
AT7995-104,Nike Mercurial Vapor 13 Academy Neymar Jr. TF,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The soft upper of the Nike Mercurial Vapor 13 Academy Neymar Jr. TF wraps your foot for a second-skin fit, while the rubber outsole helps super-charge traction on artificial turf.",0,0
AT7995-104,Nike Mercurial Vapor 13 Academy Neymar Jr. TF,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The soft upper of the Nike Mercurial Vapor 13 Academy Neymar Jr. TF wraps your foot for a second-skin fit, while the rubber outsole helps super-charge traction on artificial turf.",0,0
AT7996-606,Nike Mercurial Vapor 13 Academy TF,USD 0.00,"USD 7,495.00","USD 7,495.00",Nike,"The soft upper of the Nike Mercurial Vapor 13 Academy TF Shoe wraps your foot for a second-skin fit, while the rubber outsole helps super-charge traction on turf.",0,0
AT7996-414,Nike Mercurial Vapor 13 Academy TF,"USD 7,495.00","USD 5,247.00","USD 5,247.00",Nike,"The soft upper of the Nike Mercurial Vapor 13 Academy TF Shoe wraps your foot for a second-skin fit, while the rubber outsole helps super-charge traction on turf.",0,0
AQ7483-001,Nike Flex RN 2019,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The stretchable knit upper of the Nike Flex RN 2019 wraps you in softness as it expands and contracts with your foot. Dual-density foam layers supply durable cushioned comfort, while grooves on the outsole give you heel-to-toe flexibility.",4.5,2
CI9367-301,Nike ACG MOC 3.0,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"Trail-ready traction makes the Nike ACG Moc 3.0 a go-to for your next outdoor adventure. Designed and tested in Oregon, it features a sticky rubber heel and toe tip.",3.5,2
CQ6278-001,Nike ISPA Air Max 720,USD 0.00,"USD 17,995.00","USD 17,995.00",Nike,"Utilising the latest innovations and Nike's ISPA project—which touts a philosophy of improvise, scavenge, protect and adapt—the Nike ISPA Air Max 720 delivers a smooth feel. It features Nike’s tallest Air unit yet, providing cushioned support along with innovative details.",0,0
CD2182-001,Nike ISPA Air Max 720,"USD 17,995.00","USD 14,397.00","USD 14,397.00",Nike,"Utilising the latest innovations and Nike's ISPA project—which touts a philosophy of improvise, scavenge, protect and adapt—the Nike ISPA Air Max 720 delivers smooth cushioning. It features an extra-large air unit, providing support along with innovative details inspired by modern life in the city.",3,4
